Taille Moyenne_tableau Maximum_tableau Moyenne_file Maximum_file
100 0,00154 0,02292 0,00573 0,0696
200 0,00099 0,01052 0,00438 0,0553
500 0,00065 0,01307 0,00212 0,05301
1000 0,00057 0,00673 0,00138 0,01658
5000 0,00431 9,51818 0,00136 0,04629
10000 0,0005 0,02358 0,00138 0,02714
20000 0,0004 0,21596 0,00104 0,01957
50000 0,00029 0,02069 0,00079 0,08407

