Taille moyenne maximum
100 0,39305 1,41377
200 0,32453 0,72892
500 0,79033 1,64765
1000 1,49741 3,49766
5000 6,17242 13,28331
10000 13,75979 36,44073
20000 17,86647 21,22809
50000 50,0578 54,77799
