Taille moyenne maximum
100 0,00573 0,0696
200 0,00438 0,0553
500 0,00212 0,05301
1000 0,00138 0,01658
5000 0,00136 0,04629
10000 0,00138 0,02714
20000 0,00104 0,01957
50000 0,00079 0,08407
