Taille moyenne maximum
100 0,00655 0,16221
200 0,00621 0,1372
500 0,00184 0,04716
1000 0,00166 0,07103
5000 0,00115 0,22043
10000 0,00045 0,27355
20000 0,00032 0,11065
50000 0,00027 0,0572
